customer_id,month,data_used_gb,voice_minutes,support_calls,app_logins,downtime_minutes
CUST_1033,8,1.22,143.9,0,103,31
CUST_1033,9,9.41,609.9,0,109,38
CUST_1033,10,31.77,602.0,0,109,17
CUST_1033,11,42.01,122.7,0,115,8
CUST_1033,12,21.26,430.4,0,32,35
CUST_1034,1,5.05,703.3,0,71,25
CUST_1034,2,13.26,641.0,0,56,3
CUST_1034,3,19.14,318.1,0,23,28
CUST_1034,4,31.16,193.1,0,51,15
CUST_1034,5,10.3,711.3,0,54,8
CUST_1034,6,19.83,584.4,0,29,29
CUST_1034,7,9.73,631.7,1,46,26
CUST_1034,8,17.38,485.7,0,119,13
CUST_1034,9,56.19,112.6,0,75,21
CUST_1034,10,54.02,590.1,0,26,38
CUST_1034,11,4.51,683.3,0,48,22
CUST_1034,12,14.43,207.7,0,100,32
CUST_1035,1,5.69,304.8,0,83,5
CUST_1035,2,9.89,368.1,0,42,26
CUST_1035,3,46.19,161.3,0,58,26
CUST_1035,4,18.25,160.3,1,112,29
CUST_1035,5,5.61,592.1,0,97,16
CUST_1035,6,7.67,248.9,1,22,21
CUST_1035,7,72.42,459.8,1,92,29
CUST_1035,8,37.61,708.8,0,118,35
CUST_1035,9,8.77,668.8,1,22,17
CUST_1035,10,40.57,123.9,1,40,27
CUST_1035,11,12.57,269.3,0,94,18
CUST_1035,12,56.79,456.2,0,81,28
CUST_1036,1,9.03,418.0,0,78,3
CUST_1036,2,39.56,190.8,0,82,37
CUST_1036,3,60.85,699.6,0,86,25
CUST_1036,4,26.55,174.5,0,109,34
CUST_1036,5,46.77,344.9,0,72,6
CUST_1036,6,12.31,738.3,0,40,29
CUST_1036,7,60.98,347.4,2,62,16
CUST_1036,8,73.86,743.1,0,82,26
CUST_1036,9,2.72,307.0,0,21,14
CUST_1036,10,24.46,707.2,2,79,23
CUST_1036,11,67.5,422.3,2,47,32
CUST_1036,12,3.87,272.4,0,39,15
CUST_1037,1,43.92,489.9,0,62,24
CUST_1037,2,3.83,723.6,0,74,20
CUST_1037,3,15.95,722.1,1,114,31
CUST_1037,4,20.07,667.9,0,38,18
CUST_1037,5,6.09,718.5,0,98,37
CUST_1037,6,9.25,212.2,1,29,33
CUST_1037,7,4.96,427.0,0,88,2
CUST_1037,8,88.41,605.6,0,41,36
CUST_1037,9,3.93,710.5,1,104,24
CUST_1037,10,82.5,612.9,0,20,23
CUST_1037,11,63.31,271.1,0,115,11
CUST_1037,12,16.26,375.6,0,64,29
CUST_1038,1,7.55,626.6,0,41,38
CUST_1038,2,2.09,628.8,0,108,10
CUST_1038,3,8.16,727.9,0,79,15
CUST_1038,4,7.97,411.3,0,48,16
CUST_1038,5,56.74,644.7,0,24,1
CUST_1038,6,9.42,375.1,0,104,10
CUST_1038,7,0.61,235.6,1,33,24
CUST_1038,8,69.38,389.1,0,37,5
CUST_1038,9,47.87,206.0,0,26,7
CUST_1038,10,110.12,180.1,0,112,18
CUST_1038,11,2.9,771.7,0,102,28
CUST_1038,12,118.12,472.0,0,73,38
CUST_1039,1,112.6,149.3,0,46,10
CUST_1039,2,33.55,779.2,0,41,36
CUST_1039,3,29.39,266.9,1,63,2
CUST_1039,4,67.6,525.5,0,98,29
CUST_1039,5,24.3,579.3,0,99,15
CUST_1039,6,2.65,581.0,1,109,2
CUST_1039,7,46.74,635.4,0,46,38
CUST_1039,8,5.88,415.9,0,38,14
CUST_1039,9,12.49,503.5,0,25,32
CUST_1039,10,1.53,727.7,0,35,2
CUST_1039,11,121.94,239.9,1,115,39
CUST_1039,12,48.03,760.2,1,77,6
CUST_1040,1,98.08,215.4,0,40,1
CUST_1040,2,20.3,501.6,0,80,0
CUST_1040,3,25.99,317.3,1,72,16
CUST_1040,4,2.5,183.4,0,105,26
CUST_1040,5,25.65,187.9,0,114,17
CUST_1040,6,4.81,685.4,0,37,33
CUST_1040,7,0.62,337.7,0,57,30
CUST_1040,8,8.36,242.5,0,28,21
CUST_1040,9,13.5,201.3,0,60,1
CUST_1040,10,51.85,166.6,1,99,34
CUST_1040,11,19.58,358.5,0,24,35
CUST_1040,12,20.15,261.5,0,103,27
CUST_1041,1,2.02,711.8,0,57,32
CUST_1041,2,18.12,785.2,1,81,15
CUST_1041,3,15.05,569.9,0,23,13
CUST_1041,4,1.96,574.0,0,27,31
CUST_1041,5,38.11,272.4,1,118,37
CUST_1041,6,128.98,349.3,0,94,5
CUST_1041,7,16.92,639.5,0,34,1
CUST_1041,8,25.87,655.3,1,51,28
CUST_1041,9,25.74,438.0,0,76,25
CUST_1041,10,0.21,704.5,0,73,31
CUST_1041,11,2.96,383.4,0,111,29
CUST_1041,12,95.04,189.6,0,57,33
CUST_1042,1,4.73,583.9,0,26,23
CUST_1042,2,5.95,400.4,0,48,8
CUST_1042,3,49.33,690.1,0,74,25
CUST_1042,4,61.01,575.6,0,28,24
CUST_1042,5,77.66,691.9,0,64,25
CUST_1042,6,53.07,427.9,0,60,37
CUST_1042,7,28.73,295.5,1,54,31
CUST_1042,8,39.52,103.7,0,99,15
CUST_1042,9,31.2,121.2,0,62,17
CUST_1042,10,18.6,155.2,0,89,29
CUST_1042,11,92.53,167.1,2,82,29
CUST_1042,12,14.36,377.7,1,37,26
CUST_1043,1,7.88,684.1,0,70,38
CUST_1043,2,11.71,250.8,0,110,21
CUST_1043,3,14.78,573.0,0,40,9
CUST_1043,4,41.39,664.8,1,57,20
CUST_1043,5,3.74,115.5,0,40,3
CUST_1043,6,16.48,244.0,0,71,29
CUST_1043,7,15.19,139.4,0,42,33
CUST_1043,8,0.12,514.2,0,51,20
CUST_1043,9,34.92,523.4,0,55,22
CUST_1043,10,21.04,413.1,0,62,6
CUST_1043,11,20.86,189.2,0,52,17
CUST_1043,12,16.42,724.8,0,67,15
CUST_1044,1,34.8,198.2,0,73,32
CUST_1044,2,9.33,272.3,0,47,11
CUST_1044,3,16.73,565.4,0,53,37
CUST_1044,4,2.92,534.3,2,69,27
CUST_1044,5,24.21,126.4,0,106,15
CUST_1044,6,20.95,336.6,0,89,9
CUST_1044,7,12.86,597.0,1,45,31
CUST_1044,8,85.74,729.6,0,109,34
CUST_1044,9,76.35,454.0,0,63,0
CUST_1044,10,21.1,624.9,1,55,6
CUST_1044,11,67.76,350.0,0,34,26
CUST_1044,12,41.74,532.3,0,26,36
CUST_1045,1,56.67,774.7,0,20,31
CUST_1045,2,23.42,541.3,0,61,9
CUST_1045,3,39.4,590.5,1,87,6
CUST_1045,4,27.26,173.6,0,48,5
CUST_1045,5,14.63,499.2,0,56,16
CUST_1045,6,73.98,721.2,0,58,32
CUST_1045,7,50.81,776.2,1,111,12
CUST_1045,8,0.75,240.5,0,49,26
CUST_1045,9,13.95,698.4,0,31,14
CUST_1045,10,95.79,639.3,1,27,12
CUST_1045,11,3.96,244.2,0,51,15
CUST_1045,12,61.41,316.1,1,49,15
CUST_1046,1,59.03,130.2,1,63,10
CUST_1046,2,13.77,589.5,1,94,0
CUST_1046,3,32.5,512.4,0,114,23
CUST_1046,4,11.35,289.3,0,93,3
CUST_1046,5,10.3,249.1,0,103,4
CUST_1046,6,13.22,106.3,0,70,33
CUST_1046,7,20.9,436.9,0,42,22
CUST_1046,8,24.58,330.2,1,63,4
CUST_1046,9,12.75,715.1,0,28,26
CUST_1046,10,9.68,568.6,0,64,39
CUST_1046,11,1.92,526.6,1,97,20
CUST_1046,12,62.19,669.6,2,94,39
CUST_1047,1,83.02,256.0,0,114,35
CUST_1047,2,26.28,735.7,0,32,5
CUST_1047,3,2.95,315.8,1,58,27
CUST_1047,4,25.52,475.7,0,93,18
CUST_1047,5,21.35,187.2,0,83,25
CUST_1047,6,53.69,293.9,0,66,30
CUST_1047,7,9.48,195.9,0,70,18
CUST_1047,8,120.41,121.6,1,104,12
CUST_1047,9,14.75,767.9,0,92,22
CUST_1047,10,19.14,242.9,0,34,3
CUST_1047,11,22.35,324.0,0,51,34
CUST_1047,12,27.63,263.6,2,88,29
CUST_1048,1,32.55,292.2,1,45,3
CUST_1048,2,51.56,458.7,0,28,8
CUST_1048,3,27.82,280.0,0,66,26
CUST_1048,4,47.59,517.5,0,106,11
CUST_1048,5,27.03,667.1,0,61,9
CUST_1048,6,1.35,176.8,0,26,39
CUST_1048,7,43.16,315.3,0,28,24
CUST_1048,8,26.19,316.0,0,59,19
CUST_1048,9,3.04,416.1,1,107,0
CUST_1048,10,28.07,631.0,0,69,29
CUST_1048,11,29.62,364.2,1,116,6
CUST_1048,12,24.35,110.0,0,42,19
CUST_1049,1,0.78,772.7,0,110,4
CUST_1049,2,48.89,210.3,0,96,11
CUST_1049,3,0.71,194.6,1,116,4
CUST_1049,4,17.6,446.5,0,23,15
CUST_1049,5,5.6,472.2,1,49,22
CUST_1049,6,14.35,195.4,1,107,32
CUST_1049,7,7.93,786.9,0,86,8
CUST_1049,8,44.53,646.2,0,56,4
CUST_1049,9,12.46,680.4,0,67,14
CUST_1049,10,16.51,485.0,0,25,16
CUST_1049,11,5.79,247.8,1,94,22
CUST_1049,12,66.86,306.9,0,90,21
CUST_1050,1,51.7,577.1,0,117,22
CUST_1050,2,16.88,416.7,1,42,26
CUST_1050,3,31.08,774.7,0,102,29
CUST_1050,4,5.78,387.7,0,113,38
CUST_1050,5,18.24,481.1,1,69,2
