customer_id,churn
CUST_1211,0
CUST_1212,0
CUST_1213,0
CUST_1214,1
CUST_1215,0
CUST_1216,0
CUST_1217,1
CUST_1218,0
CUST_1219,0
CUST_1220,1
CUST_1221,1
CUST_1222,0
CUST_1223,1
CUST_1224,0
CUST_1225,1
CUST_1226,0
CUST_1227,0
CUST_1228,1
CUST_1229,1
CUST_1230,0
CUST_1231,1
CUST_1232,0
CUST_1233,0
CUST_1234,0
CUST_1235,0
CUST_1236,0
CUST_1237,0
CUST_1238,1
CUST_1239,1
CUST_1240,1
CUST_1241,1
CUST_1242,0
CUST_1243,0
CUST_1244,1
CUST_1245,0
CUST_1246,0
CUST_1247,1
CUST_1248,1
CUST_1249,0
CUST_1250,0
CUST_1251,1
CUST_1252,0
CUST_1253,1
CUST_1254,1
CUST_1255,1
CUST_1256,1
CUST_1257,0
CUST_1258,1
CUST_1259,0
CUST_1260,1
CUST_1261,0
CUST_1262,0
CUST_1263,0
CUST_1264,1
CUST_1265,0
CUST_1266,0
CUST_1267,0
CUST_1268,0
CUST_1269,0
CUST_1270,1
CUST_1271,1
CUST_1272,0
CUST_1273,0
CUST_1274,0
CUST_1275,0
CUST_1276,0
CUST_1277,1
CUST_1278,0
CUST_1279,1
CUST_1280,1
CUST_1281,0
CUST_1282,0
CUST_1283,1
CUST_1284,1
CUST_1285,1
CUST_1286,0
CUST_1287,0
CUST_1288,1
CUST_1289,0
CUST_1290,0
CUST_1291,0
CUST_1292,0
CUST_1293,0
CUST_1294,1
CUST_1295,0
CUST_1296,0
CUST_1297,0
CUST_1298,0
CUST_1299,0
CUST_1300,0
CUST_1301,1
CUST_1302,0
CUST_1303,0
CUST_1304,1
CUST_1305,1
CUST_1306,1
CUST_1307,1
CUST_1308,0
CUST_1309,0
CUST_1310,1
CUST_1311,0
CUST_1312,1
CUST_1313,0
CUST_1314,1
CUST_1315,1
CUST_1316,1
CUST_1317,0
CUST_1318,0
CUST_1319,0
CUST_1320,0
CUST_1321,0
CUST_1322,0
CUST_1323,0
CUST_1324,0
CUST_1325,1
CUST_1326,0
CUST_1327,0
CUST_1328,0
CUST_1329,0
CUST_1330,0
CUST_1331,0
CUST_1332,0
CUST_1333,1
CUST_1334,1
CUST_1335,0
CUST_1336,1
CUST_1337,1
CUST_1338,0
CUST_1339,0
CUST_1340,1
CUST_1341,0
CUST_1342,1
CUST_1343,0
CUST_1344,0
CUST_1345,0
CUST_1346,1
CUST_1347,0
CUST_1348,0
CUST_1349,0
CUST_1350,1
CUST_1351,0
CUST_1352,0
CUST_1353,0
CUST_1354,1
CUST_1355,0
CUST_1356,1
CUST_1357,0
CUST_1358,0
CUST_1359,0
CUST_1360,0
CUST_1361,0
CUST_1362,0
CUST_1363,1
CUST_1364,0
CUST_1365,0
CUST_1366,0
CUST_1367,1
CUST_1368,0
CUST_1369,0
CUST_1370,1
CUST_1371,1
CUST_1372,0
CUST_1373,0
CUST_1374,0
CUST_1375,0
CUST_1376,0
CUST_1377,0
CUST_1378,0
CUST_1379,0
CUST_1380,0
CUST_1381,1
CUST_1382,1
CUST_1383,1
CUST_1384,0
CUST_1385,0
CUST_1386,1
CUST_1387,1
CUST_1388,0
CUST_1389,1
CUST_1390,1
CUST_1391,1
CUST_1392,0
CUST_1393,1
CUST_1394,1
CUST_1395,0
CUST_1396,0
CUST_1397,1
CUST_1398,0
CUST_1399,0
CUST_1400,1
CUST_1401,1
CUST_1402,0
CUST_1403,1
CUST_1404,0
CUST_1405,0
CUST_1406,0
CUST_1407,0
CUST_1408,1
CUST_1409,0
CUST_1410,1
CUST_1411,1
CUST_1412,0
CUST_1413,0
CUST_1414,1
CUST_1415,1
CUST_1416,1
CUST_1417,0
CUST_1418,1
CUST_1419,0
CUST_1420,1
CUST_1421,0
CUST_1422,0
CUST_1423,0
CUST_1424,0
CUST_1425,1
CUST_1426,1
CUST_1427,1
CUST_1428,1
CUST_1429,1
CUST_1430,0
CUST_1431,1
CUST_1432,0
CUST_1433,1
CUST_1434,1
CUST_1435,1
CUST_1436,0
CUST_1437,0
CUST_1438,0
CUST_1439,0
CUST_1440,0
CUST_1441,1
CUST_1442,0
CUST_1443,1
CUST_1444,0
CUST_1445,0
CUST_1446,1
CUST_1447,1
CUST_1448,0
CUST_1449,0
CUST_1450,1
CUST_1451,1
CUST_1452,1
CUST_1453,0
CUST_1454,0
CUST_1455,0
CUST_1456,0
CUST_1457,1
CUST_1458,0
CUST_1459,1
CUST_1460,0
CUST_1461,1
CUST_1462,0
CUST_1463,0
CUST_1464,1
CUST_1465,1
CUST_1466,0
CUST_1467,1
CUST_1468,0
CUST_1469,0
CUST_1470,0
CUST_1471,0
CUST_1472,0
CUST_1473,1
CUST_1474,0
CUST_1475,0
CUST_1476,1
CUST_1477,1
CUST_1478,0
CUST_1479,0
CUST_1480,1
CUST_1481,0
CUST_1482,1
CUST_1483,1
CUST_1484,0
CUST_1485,1
CUST_1486,0
CUST_1487,0
CUST_1488,1
CUST_1489,1
CUST_1490,0
CUST_1491,0
CUST_1492,0
CUST_1493,0
CUST_1494,0
CUST_1495,0
CUST_1496,1
CUST_1497,1
CUST_1498,0
CUST_1499,0
CUST_1500,0
CUST_1501,0
CUST_1502,0
CUST_1503,0
CUST_1504,0
CUST_1505,1
CUST_1506,0
CUST_1507,0
CUST_1508,1
CUST_1509,1
CUST_1510,0
CUST_1511,0
CUST_1512,1
CUST_1513,1
CUST_1514,0
CUST_1515,0
CUST_1516,0
CUST_1517,1
CUST_1518,0
CUST_1519,0
CUST_1520,1
CUST_1521,0
CUST_1522,1
CUST_1523,0
CUST_1524,0
CUST_1525,1
CUST_1526,0
CUST_1527,1
CUST_1528,0
CUST_1529,0
CUST_1530,1
CUST_1531,0
CUST_1532,0
CUST_1533,0
CUST_1534,0
CUST_1535,1
CUST_1536,0
CUST_1537,0
CUST_1538,0
CUST_1539,0
CUST_1540,1
CUST_1541,0
CUST_1542,0
CUST_1543,1
CUST_1544,0
CUST_1545,0
CUST_1546,1
CUST_1547,1
CUST_1548,0
CUST_1549,0
CUST_1550,0
CUST_1551,1
CUST_1552,1
CUST_1553,0
CUST_1554,0
CUST_1555,0
CUST_1556,1
CUST_1557,0
CUST_1558,0
CUST_1559,0
CUST_1560,0
CUST_1561,0
CUST_1562,1
CUST_1563,0
CUST_1564,0
CUST_1565,0
CUST_1566,0
CUST_1567,0
CUST_1568,0
CUST_1569,0
CUST_1570,1
CUST_1571,0
CUST_1572,0
CUST_1573,1
CUST_1574,0
CUST_1575,1
CUST_1576,0
CUST_1577,0
CUST_1578,0
CUST_1579,0
CUST_1580,0
CUST_1581,0
CUST_1582,0
CUST_1583,0
CUST_1584,1
CUST_1585,1
CUST_1586,0
CUST_1587,1
CUST_1588,1
CUST_1589,0
CUST_1590,0
CUST_1591,0
CUST_1592,1
CUST_1593,1
CUST_1594,0
CUST_1595,0
CUST_1596,1
CUST_1597,1
CUST_1598,1
CUST_1599,1
CUST_1600,0
CUST_1601,0
CUST_1602,1
CUST_1603,0
CUST_1604,0
CUST_1605,0
CUST_1606,0
CUST_1607,1
CUST_1608,0
CUST_1609,1
CUST_1610,0
CUST_1611,0
CUST_1612,1
CUST_1613,0
CUST_1614,1
CUST_1615,0
CUST_1616,0
CUST_1617,0
CUST_1618,0
CUST_1619,1
CUST_1620,1
CUST_1621,1
CUST_1622,1
CUST_1623,0
CUST_1624,1
CUST_1625,0
CUST_1626,1
CUST_1627,1
CUST_1628,1
CUST_1629,0
CUST_1630,0
CUST_1631,1
CUST_1632,1
CUST_1633,0
CUST_1634,0
CUST_1635,0
CUST_1636,0
CUST_1637,0
CUST_1638,0
CUST_1639,1
CUST_1640,0
CUST_1641,1
CUST_1642,0
CUST_1643,0
CUST_1644,0
CUST_1645,0
CUST_1646,1
CUST_1647,1
CUST_1648,0
CUST_1649,0
CUST_1650,0
CUST_1651,0
CUST_1652,1
CUST_1653,0
CUST_1654,0
CUST_1655,0
CUST_1656,0
CUST_1657,0
CUST_1658,1
CUST_1659,1
CUST_1660,0
CUST_1661,0
CUST_1662,1
CUST_1663,1
CUST_1664,0
CUST_1665,0
CUST_1666,1
CUST_1667,1
CUST_1668,0
CUST_1669,0
CUST_1670,0
CUST_1671,1
CUST_1672,1
CUST_1673,0
CUST_1674,1
CUST_1675,0
CUST_1676,0
CUST_1677,0
CUST_1678,0
CUST_1679,0
CUST_1680,0
CUST_1681,1
CUST_1682,0
CUST_1683,0
CUST_1684,0
CUST_1685,1
CUST_1686,0
CUST_1687,1
CUST_1688,0
CUST_1689,1
CUST_1690,0
CUST_1691,0
CUST_1692,0
CUST_1693,0
CUST_1694,0
CUST_1695,0
CUST_1696,0
CUST_1697,1
CUST_1698,0
CUST_1699,0
CUST_1700,0
CUST_1701,0
CUST_1702,0
CUST_1703,0
CUST_1704,0
CUST_1705,1
CUST_1706,1
CUST_1707,1
CUST_1708,1
CUST_1709,0
CUST_1710,1
CUST_1711,0
CUST_1712,0
CUST_1713,0
CUST_1714,1
CUST_1715,1
CUST_1716,0
CUST_1717,0
CUST_1718,0
CUST_1719,0
CUST_1720,0
CUST_1721,0
CUST_1722,0
CUST_1723,0
CUST_1724,1
CUST_1725,0
CUST_1726,1
CUST_1727,0
CUST_1728,1
CUST_1729,0
CUST_1730,0
CUST_1731,0
CUST_1732,0
CUST_1733,0
CUST_1734,1
CUST_1735,0
CUST_1736,0
CUST_1737,0
CUST_1738,0
CUST_1739,1
CUST_1740,0
CUST_1741,0
CUST_1742,1
CUST_1743,0
CUST_1744,1
CUST_1745,0
CUST_1746,0
CUST_1747,0
CUST_1748,0
CUST_1749,0
CUST_1750,0
CUST_1751,0
CUST_1752,0
CUST_1753,0
CUST_1754,0
CUST_1755,0
CUST_1756,1
CUST_1757,0
CUST_1758,0
CUST_1759,0
CUST_1760,0
CUST_1761,1
CUST_1762,0
CUST_1763,1
CUST_1764,0
CUST_1765,0
CUST_1766,0
CUST_1767,0
CUST_1768,0
CUST_1769,0
CUST_1770,1
CUST_1771,1
CUST_1772,0
CUST_1773,1
CUST_1774,1
CUST_1775,0
CUST_1776,0
CUST_1777,1
CUST_1778,1
CUST_1779,0
CUST_1780,0
CUST_1781,0
CUST_1782,0
CUST_1783,1
CUST_1784,0
CUST_1785,0
CUST_1786,1
CUST_1787,0
CUST_1788,0
CUST_1789,0
CUST_1790,0
CUST_1791,0
CUST_1792,1
CUST_1793,1
CUST_1794,1
CUST_1795,1
CUST_1796,0
CUST_1797,0
CUST_1798,0
CUST_1799,0
CUST_1800,1
CUST_1801,0
CUST_1802,0
CUST_1803,1
CUST_1804,0
CUST_1805,0
CUST_1806,1
CUST_1807,1
CUST_1808,0
CUST_1809,1
CUST_1810,1
CUST_1811,1
CUST_1812,0
CUST_1813,0
CUST_1814,0
CUST_1815,0
CUST_1816,0
CUST_1817,1
CUST_1818,0
CUST_1819,1
CUST_1820,0
CUST_1821,1
CUST_1822,0
CUST_1823,1
CUST_1824,0
CUST_1825,1
CUST_1826,1
CUST_1827,0
CUST_1828,0
CUST_1829,0
CUST_1830,0
CUST_1831,1
CUST_1832,1
CUST_1833,0
CUST_1834,0
CUST_1835,1
CUST_1836,1
CUST_1837,1
CUST_1838,1
CUST_1839,1
CUST_1840,1
CUST_1841,1
CUST_1842,0
CUST_1843,0
CUST_1844,1
CUST_1845,0
CUST_1846,0
CUST_1847,0
CUST_1848,1
CUST_1849,0
CUST_1850,1
CUST_1851,1
CUST_1852,0
CUST_1853,0
CUST_1854,0
CUST_1855,1
CUST_1856,1
CUST_1857,1
CUST_1858,0
CUST_1859,0
CUST_1860,1
CUST_1861,0
CUST_1862,0
CUST_1863,0
CUST_1864,1
CUST_1865,0
CUST_1866,1
CUST_1867,1
CUST_1868,0
CUST_1869,0
CUST_1870,0
CUST_1871,1
CUST_1872,1
CUST_1873,1
CUST_1874,0
CUST_1875,0
CUST_1876,1
CUST_1877,0
CUST_1878,1
CUST_1879,1
CUST_1880,1
CUST_1881,0
CUST_1882,0
CUST_1883,0
CUST_1884,0
CUST_1885,1
CUST_1886,1
CUST_1887,0
CUST_1888,1
CUST_1889,1
CUST_1890,1
CUST_1891,1
CUST_1892,0
CUST_1893,1
CUST_1894,0
CUST_1895,1
CUST_1896,0
CUST_1897,0
CUST_1898,1
CUST_1899,0
CUST_1900,0
CUST_1901,0
CUST_1902,0
CUST_1903,1
CUST_1904,0
CUST_1905,0
CUST_1906,1
CUST_1907,1
CUST_1908,1
CUST_1909,0
CUST_1910,0
CUST_1911,0
CUST_1912,0
CUST_1913,1
CUST_1914,0
CUST_1915,0
CUST_1916,0
CUST_1917,0
CUST_1918,0
CUST_1919,0
CUST_1920,1
CUST_1921,0
CUST_1922,0
CUST_1923,0
CUST_1924,1
CUST_1925,1
CUST_1926,1
CUST_1927,0
CUST_1928,0
CUST_1929,0
CUST_1930,0
CUST_1931,0
CUST_1932,0
CUST_1933,1
CUST_1934,0
CUST_1935,1
CUST_1936,1
CUST_1937,1
CUST_1938,1
CUST_1939,0
CUST_1940,1
CUST_1941,0
CUST_1942,1
CUST_1943,0
CUST_1944,0
CUST_1945,1
CUST_1946,1
CUST_1947,1
CUST_1948,0
CUST_1949,0
CUST_1950,0
CUST_1951,0
CUST_1952,1
CUST_1953,1
CUST_1954,0
CUST_1955,0
CUST_1956,0
CUST_1957,0
CUST_1958,0
CUST_1959,1
CUST_1960,0
CUST_1961,0
CUST_1962,1
CUST_1963,0
CUST_1964,0
CUST_1965,0
CUST_1966,0
CUST_1967,0
CUST_1968,0
CUST_1969,1
CUST_1970,0
CUST_1971,1
CUST_1972,1
CUST_1973,1
CUST_1974,1
CUST_1975,0
CUST_1976,1
CUST_1977,0
CUST_1978,0
CUST_1979,1
CUST_1980,0
CUST_1981,0
CUST_1982,1
CUST_1983,0
CUST_1984,1
CUST_1985,1
CUST_1986,0
CUST_1987,1
CUST_1988,0
CUST_1989,1
CUST_1990,1
CUST_1991,0
CUST_1992,0
CUST_1993,0
CUST_1994,0
CUST_1995,0
CUST_1996,0
CUST_1997,0
CUST_1998,0
CUST_1999,1
CUST_2000,0
CUST_2001,1
CUST_2002,1
CUST_2003,0
CUST_2004,1
CUST_2005,0
CUST_2006,1
CUST_2007,1
CUST_2008,1
CUST_2009,0
CUST_2010,1
CUST_2011,1
CUST_2012,0
CUST_2013,1
CUST_2014,0
CUST_2015,0
CUST_2016,0
CUST_2017,0
CUST_2018,1
CUST_2019,0
CUST_2020,0
CUST_2021,1
CUST_2022,0
CUST_2023,0
CUST_2024,0
CUST_2025,0
CUST_2026,1
CUST_2027,0
CUST_2028,0
CUST_2029,0
CUST_2030,0
CUST_2031,0
CUST_2032,1
CUST_2033,0
CUST_2034,0
CUST_2035,0
CUST_2036,0
CUST_2037,0
CUST_2038,1
CUST_2039,1
CUST_2040,1
CUST_2041,0
CUST_2042,1
CUST_2043,0
CUST_2044,0
CUST_2045,0
CUST_2046,0
CUST_2047,1
CUST_2048,0
CUST_2049,0
CUST_2050,1
CUST_2051,0
CUST_2052,0
CUST_2053,1
CUST_2054,0
CUST_2055,0
CUST_2056,0
CUST_2057,1
CUST_2058,0
CUST_2059,0
CUST_2060,0
CUST_2061,0
CUST_2062,1
CUST_2063,0
CUST_2064,0
CUST_2065,0
CUST_2066,0
CUST_2067,0
CUST_2068,0
CUST_2069,1
CUST_2070,1
CUST_2071,0
CUST_2072,1
CUST_2073,0
CUST_2074,0
CUST_2075,0
CUST_2076,0
CUST_2077,0
CUST_2078,0
CUST_2079,1
CUST_2080,0
CUST_2081,0
CUST_2082,1
CUST_2083,0
CUST_2084,1
CUST_2085,0
CUST_2086,0
CUST_2087,0
CUST_2088,1
CUST_2089,0
CUST_2090,1
CUST_2091,0
CUST_2092,1
CUST_2093,1
CUST_2094,0
CUST_2095,0
CUST_2096,1
CUST_2097,0
CUST_2098,0
CUST_2099,0
CUST_2100,0
CUST_2101,0
CUST_2102,0
CUST_2103,1
CUST_2104,1
CUST_2105,1
CUST_2106,0
CUST_2107,0
CUST_2108,1
CUST_2109,0
CUST_2110,0
CUST_2111,0
CUST_2112,0
CUST_2113,1
CUST_2114,1
CUST_2115,0
CUST_2116,0
CUST_2117,0
CUST_2118,0
CUST_2119,1
CUST_2120,1
CUST_2121,0
CUST_2122,0
CUST_2123,0
CUST_2124,0
CUST_2125,0
CUST_2126,0
CUST_2127,0
CUST_2128,1
CUST_2129,0
CUST_2130,0
CUST_2131,0
CUST_2132,0
CUST_2133,0
CUST_2134,0
CUST_2135,0
CUST_2136,1
CUST_2137,1
CUST_2138,1
CUST_2139,0
CUST_2140,0
CUST_2141,0
CUST_2142,0
CUST_2143,1
CUST_2144,0
CUST_2145,0
CUST_2146,1
CUST_2147,0
CUST_2148,0
CUST_2149,0
CUST_2150,0
CUST_2151,0
CUST_2152,0
CUST_2153,1
CUST_2154,1
CUST_2155,0
CUST_2156,0
CUST_2157,0
CUST_2158,0
CUST_2159,0
CUST_2160,0
CUST_2161,0
CUST_2162,0
CUST_2163,0
CUST_2164,0
CUST_2165,0
CUST_2166,0
CUST_2167,1
CUST_2168,0
CUST_2169,1
CUST_2170,0
CUST_2171,0
CUST_2172,0
CUST_2173,0
CUST_2174,1
CUST_2175,1
CUST_2176,0
CUST_2177,1
CUST_2178,1
CUST_2179,1
CUST_2180,0
CUST_2181,1
CUST_2182,1
CUST_2183,0
CUST_2184,0
CUST_2185,1
CUST_2186,0
CUST_2187,1
CUST_2188,1
CUST_2189,0
CUST_2190,0
CUST_2191,0
CUST_2192,0
CUST_2193,0
CUST_2194,0
CUST_2195,1
CUST_2196,0
CUST_2197,0
CUST_2198,0
CUST_2199,1
CUST_2200,0
CUST_2201,0
CUST_2202,0
CUST_2203,1
CUST_2204,1
CUST_2205,0
CUST_2206,1
CUST_2207,0
CUST_2208,0
CUST_2209,0
CUST_2210,0
CUST_2211,0
CUST_2212,1
CUST_2213,0
CUST_2214,0
CUST_2215,1
CUST_2216,0
CUST_2217,0
CUST_2218,0
CUST_2219,1
CUST_2220,0
CUST_2221,0
CUST_2222,0
CUST_2223,0
CUST_2224,0
CUST_2225,0
CUST_2226,0
CUST_2227,0
CUST_2228,0
CUST_2229,0
CUST_2230,1
CUST_2231,0
CUST_2232,0
CUST_2233,1
CUST_2234,0
CUST_2235,1
CUST_2236,0
CUST_2237,0
CUST_2238,0
CUST_2239,1
CUST_2240,0
CUST_2241,1
CUST_2242,1
CUST_2243,1
CUST_2244,1
CUST_2245,1
CUST_2246,0
CUST_2247,1
CUST_2248,1
CUST_2249,0
CUST_2250,0
CUST_2251,1
CUST_2252,0
CUST_2253,0
CUST_2254,0
CUST_2255,0
CUST_2256,1
CUST_2257,1
CUST_2258,0
CUST_2259,0
CUST_2260,0
CUST_2261,0
CUST_2262,1
CUST_2263,1
CUST_2264,0
CUST_2265,1
CUST_2266,1
CUST_2267,0
CUST_2268,0
CUST_2269,0
CUST_2270,0
CUST_2271,0
CUST_2272,1
CUST_2273,0
CUST_2274,0
CUST_2275,1
CUST_2276,1
CUST_2277,1
CUST_2278,0
CUST_2279,1
CUST_2280,1
CUST_2281,1
CUST_2282,0
CUST_2283,1
CUST_2284,0
CUST_2285,0
CUST_2286,0
CUST_2287,0
CUST_2288,0
CUST_2289,0
CUST_2290,1
CUST_2291,0
CUST_2292,1
CUST_2293,1
CUST_2294,0
CUST_2295,0
CUST_2296,0
CUST_2297,0
CUST_2298,0
CUST_2299,0
CUST_2300,1
CUST_2301,0
CUST_2302,0
CUST_2303,0
CUST_2304,0
CUST_2305,1
CUST_2306,1
CUST_2307,1
CUST_2308,1
CUST_2309,1
CUST_2310,0
CUST_2311,1
CUST_2312,0
CUST_2313,1
CUST_2314,0
CUST_2315,0
CUST_2316,1
CUST_2317,0
CUST_2318,0
CUST_2319,0
CUST_2320,1
CUST_2321,0
CUST_2322,0
CUST_2323,1
CUST_2324,0
CUST_2325,0
CUST_2326,1
CUST_2327,0
CUST_2328,0
CUST_2329,1
CUST_2330,0
CUST_2331,1
CUST_2332,1
CUST_2333,1
CUST_2334,1
CUST_2335,1
CUST_2336,0
CUST_2337,0
CUST_2338,1
CUST_2339,1
CUST_2340,1
CUST_2341,0
CUST_2342,1
CUST_2343,0
CUST_2344,0
CUST_2345,0
CUST_2346,0
CUST_2347,1
CUST_2348,0
CUST_2349,0
CUST_2350,1
CUST_2351,0
CUST_2352,1
CUST_2353,0
CUST_2354,0
CUST_2355,0
CUST_2356,0
CUST_2357,0
CUST_2358,1
CUST_2359,1
CUST_2360,0
CUST_2361,0
CUST_2362,0
CUST_2363,0
CUST_2364,1
CUST_2365,0
CUST_2366,1
CUST_2367,0
CUST_2368,0
CUST_2369,0
CUST_2370,0
CUST_2371,1
CUST_2372,1
CUST_2373,0
CUST_2374,0
CUST_2375,0
CUST_2376,0
CUST_2377,0
CUST_2378,0
CUST_2379,1
CUST_2380,0
CUST_2381,0
CUST_2382,0
CUST_2383,0
CUST_2384,0
CUST_2385,0
CUST_2386,0
CUST_2387,0
CUST_2388,0
CUST_2389,1
CUST_2390,1
CUST_2391,0
CUST_2392,1
CUST_2393,0
CUST_2394,1
CUST_2395,1
CUST_2396,1
CUST_2397,1
CUST_2398,0
CUST_2399,0
CUST_2400,0
CUST_2401,0
CUST_2402,0
CUST_2403,1
CUST_2404,0
CUST_2405,0
CUST_2406,1
CUST_2407,0
CUST_2408,1
CUST_2409,0
CUST_2410,1
CUST_2411,0
CUST_2412,0
CUST_2413,0
CUST_2414,0
CUST_2415,1
CUST_2416,0
CUST_2417,0
CUST_2418,0
CUST_2419,0
CUST_2420,0
CUST_2421,1
CUST_2422,0
CUST_2423,1
CUST_2424,0
CUST_2425,0
CUST_2426,1
CUST_2427,0
CUST_2428,1
CUST_2429,0
CUST_2430,1
CUST_2431,0
CUST_2432,1
CUST_2433,1
CUST_2434,0
CUST_2435,0
CUST_2436,0
CUST_2437,0
CUST_2438,1
CUST_2439,1
CUST_2440,0
CUST_2441,1
CUST_2442,0
CUST_2443,1
CUST_2444,0
CUST_2445,1
CUST_2446,1
CUST_2447,0
CUST_2448,0
CUST_2449,0
CUST_2450,0
CUST_2451,1
CUST_2452,1
CUST_2453,0
CUST_2454,0
CUST_2455,0
CUST_2456,0
CUST_2457,1
CUST_2458,1
CUST_2459,0
CUST_2460,0
CUST_2461,0
CUST_2462,1
CUST_2463,1
CUST_2464,1
CUST_2465,0
CUST_2466,0
CUST_2467,0
CUST_2468,1
CUST_2469,0
CUST_2470,0
CUST_2471,1
CUST_2472,0
CUST_2473,0
CUST_2474,0
CUST_2475,1
CUST_2476,0
CUST_2477,0
CUST_2478,1
CUST_2479,0
CUST_2480,0
CUST_2481,1
CUST_2482,0
CUST_2483,0
CUST_2484,0
CUST_2485,0
CUST_2486,1
CUST_2487,0
CUST_2488,1
CUST_2489,1
CUST_2490,0
CUST_2491,0
CUST_2492,0
CUST_2493,0
CUST_2494,0
CUST_2495,0
CUST_2496,1
CUST_2497,0
CUST_2498,0
CUST_2499,1
CUST_2500,0
CUST_2501,0
CUST_2502,0
CUST_2503,0
CUST_2504,1
CUST_2505,0
CUST_2506,1
CUST_2507,1
CUST_2508,1
CUST_2509,0
CUST_2510,0
CUST_2511,0
CUST_2512,0
CUST_2513,1
CUST_2514,0
CUST_2515,0
CUST_2516,0
CUST_2517,0
CUST_2518,0
CUST_2519,1
CUST_2520,0
CUST_2521,1
CUST_2522,0
CUST_2523,0
CUST_2524,0
CUST_2525,0
CUST_2526,0
CUST_2527,1
CUST_2528,1
CUST_2529,0
CUST_2530,0
CUST_2531,1
CUST_2532,1
CUST_2533,0
CUST_2534,1
CUST_2535,1
CUST_2536,0
CUST_2537,1
CUST_2538,0
CUST_2539,0
CUST_2540,1
CUST_2541,0
CUST_2542,1
CUST_2543,0
CUST_2544,1
CUST_2545,0
CUST_2546,1
CUST_2547,1
CUST_2548,0
CUST_2549,0
CUST_2550,0
CUST_2551,0
CUST_2552,0
