customer_id,campaign_type,touch_count,clicks,conversions
CUST_1091,SMS,4,1,0
CUST_1092,Email,2,1,0
CUST_1092,SMS,3,0,0
CUST_1092,Push Notification,2,3,0
CUST_1092,Email,5,0,0
CUST_1093,SMS,5,0,0
CUST_1093,SMS,4,1,1
CUST_1093,SMS,3,3,1
CUST_1093,SMS,1,3,1
CUST_1094,Push Notification,5,2,1
CUST_1095,Email,3,3,1
CUST_1095,Promotion banner,4,2,0
CUST_1095,SMS,4,3,1
CUST_1096,Email,4,1,1
CUST_1096,SMS,4,3,0
CUST_1096,Promotion banner,1,2,0
CUST_1097,SMS,4,0,0
CUST_1097,Promotion banner,3,3,1
CUST_1098,SMS,3,0,1
CUST_1098,Promotion banner,2,1,0
CUST_1098,Promotion banner,3,0,0
CUST_1099,Promotion banner,2,3,1
CUST_1099,SMS,1,3,0
CUST_1099,SMS,3,0,1
CUST_1100,Push Notification,4,0,0
CUST_1100,SMS,3,0,0
CUST_1100,SMS,2,0,0
CUST_1101,Promotion banner,1,3,1
CUST_1102,Email,3,1,1
CUST_1102,Push Notification,3,2,1
CUST_1102,Email,1,1,0
CUST_1102,Promotion banner,2,1,1
CUST_1103,Promotion banner,3,2,1
CUST_1103,SMS,3,3,1
CUST_1103,Promotion banner,1,0,1
CUST_1103,Push Notification,1,2,0
CUST_1104,Email,5,1,0
CUST_1104,Promotion banner,5,3,0
CUST_1104,Push Notification,2,1,1
CUST_1105,Promotion banner,3,2,0
CUST_1106,SMS,1,0,0
CUST_1106,Promotion banner,3,0,0
CUST_1106,SMS,1,3,0
CUST_1106,Email,5,3,1
CUST_1107,Push Notification,5,1,1
CUST_1107,Push Notification,3,0,0
CUST_1107,Promotion banner,5,0,0
CUST_1107,Promotion banner,3,1,0
CUST_1108,SMS,3,2,0
CUST_1108,Email,3,2,0
CUST_1108,Push Notification,3,0,0
CUST_1108,Push Notification,3,2,0
CUST_1109,Email,2,1,1
CUST_1110,Promotion banner,2,3,1
CUST_1111,Push Notification,4,2,0
CUST_1112,Promotion banner,1,2,0
CUST_1112,SMS,3,0,1
CUST_1112,Push Notification,2,3,0
CUST_1113,SMS,1,0,0
CUST_1113,SMS,2,3,1
CUST_1113,Promotion banner,5,2,1
CUST_1114,SMS,5,1,1
CUST_1114,SMS,5,1,1
CUST_1114,Email,5,3,0
CUST_1115,Push Notification,4,2,1
CUST_1115,Push Notification,3,2,1
CUST_1115,Promotion banner,2,1,1
CUST_1115,Email,1,1,0
CUST_1116,Promotion banner,5,1,0
CUST_1116,Promotion banner,3,3,1
CUST_1116,Push Notification,1,0,0
CUST_1116,SMS,3,3,0
CUST_1117,Push Notification,5,0,0
CUST_1118,SMS,1,1,1
CUST_1118,Promotion banner,3,3,1
CUST_1119,Promotion banner,4,0,0
CUST_1119,Push Notification,4,2,1
CUST_1119,Push Notification,1,3,1
CUST_1119,SMS,3,1,1
CUST_1120,SMS,3,3,0
CUST_1120,Promotion banner,4,0,1
CUST_1120,SMS,1,3,1
CUST_1121,Email,4,2,1
CUST_1121,SMS,5,1,1
CUST_1122,Email,4,2,1
CUST_1122,Push Notification,3,0,1
CUST_1123,SMS,3,3,0
CUST_1123,Promotion banner,4,1,0
CUST_1123,Email,3,1,0
CUST_1124,Push Notification,5,1,1
CUST_1124,Email,4,2,1
CUST_1124,Push Notification,4,2,1
CUST_1124,Push Notification,2,3,1
CUST_1125,Push Notification,1,2,0
CUST_1125,Promotion banner,1,3,0
CUST_1125,SMS,4,3,1
CUST_1125,Email,2,2,1
CUST_1126,Push Notification,3,2,0
CUST_1126,Email,3,1,0
CUST_1126,Promotion banner,3,1,1
CUST_1126,Push Notification,2,2,1
CUST_1127,Email,1,0,1
CUST_1128,Promotion banner,4,3,0
CUST_1128,Email,5,3,0
CUST_1128,Promotion banner,2,0,1
CUST_1128,SMS,1,3,1
CUST_1129,Email,1,0,1
CUST_1130,Promotion banner,1,1,1
CUST_1130,Push Notification,5,3,1
CUST_1131,SMS,5,2,1
CUST_1132,Email,3,0,1
CUST_1132,Push Notification,2,2,0
CUST_1132,Push Notification,1,1,1
CUST_1132,Promotion banner,2,3,0
CUST_1133,Email,2,2,1
CUST_1133,Push Notification,5,0,0
CUST_1133,Promotion banner,5,1,1
CUST_1133,Push Notification,5,0,0
CUST_1134,Email,4,3,1
CUST_1134,Email,1,0,1
CUST_1134,Promotion banner,5,2,0
CUST_1134,Promotion banner,4,2,1
CUST_1135,Email,3,0,1
CUST_1135,SMS,5,3,0
CUST_1135,Promotion banner,3,3,0
CUST_1135,SMS,2,0,1
CUST_1136,Push Notification,4,0,1
CUST_1136,Email,1,3,1
CUST_1136,Push Notification,3,0,1
CUST_1137,Email,4,1,0
CUST_1138,Promotion banner,4,2,1
CUST_1139,Email,4,1,1
CUST_1140,Email,3,3,0
CUST_1140,Email,4,2,0
CUST_1140,SMS,4,0,1
CUST_1140,Email,2,0,0
CUST_1141,Push Notification,4,3,0
CUST_1141,Push Notification,5,3,1
CUST_1141,Push Notification,4,0,1
CUST_1141,SMS,4,2,1
CUST_1142,Push Notification,2,0,1
CUST_1142,SMS,3,2,0
CUST_1142,Push Notification,3,1,1
CUST_1143,Push Notification,1,0,0
CUST_1143,SMS,2,0,0
CUST_1144,Email,2,3,1
CUST_1144,SMS,3,3,1
CUST_1145,Email,1,3,1
CUST_1145,Email,2,1,0
CUST_1146,SMS,5,3,1
CUST_1146,Promotion banner,3,0,1
CUST_1146,Promotion banner,3,3,0
CUST_1146,SMS,1,2,1
CUST_1147,Push Notification,4,3,0
CUST_1147,SMS,4,3,1
CUST_1147,SMS,1,2,1
CUST_1147,Push Notification,1,1,0
CUST_1148,SMS,2,0,0
CUST_1149,Email,5,3,1
CUST_1149,SMS,3,0,0
CUST_1150,Email,1,2,1
CUST_1151,Email,3,1,0
CUST_1152,Promotion banner,5,1,0
CUST_1152,Email,1,3,0
CUST_1152,Email,4,1,1
CUST_1153,Promotion banner,5,3,1
CUST_1153,SMS,1,1,0
CUST_1153,Promotion banner,2,3,1
CUST_1153,Promotion banner,3,2,0
CUST_1154,Push Notification,5,2,1
CUST_1155,Push Notification,1,2,1
CUST_1155,SMS,3,3,1
CUST_1156,Promotion banner,4,3,1
CUST_1156,Email,3,0,0
CUST_1157,SMS,3,0,1
CUST_1157,Promotion banner,4,1,1
CUST_1158,Email,5,2,1
CUST_1159,SMS,1,3,0
CUST_1159,Promotion banner,5,3,1
CUST_1159,Email,4,2,0
CUST_1160,Promotion banner,3,3,1
CUST_1161,Promotion banner,1,0,0
CUST_1161,SMS,1,3,0
CUST_1161,Email,4,3,0
CUST_1162,Email,2,1,1
CUST_1162,Push Notification,2,3,0
CUST_1163,SMS,1,3,0
CUST_1163,Push Notification,4,1,1
CUST_1163,Email,4,2,1
CUST_1163,Email,2,2,1
CUST_1164,Email,3,0,0
CUST_1164,Promotion banner,4,0,1
CUST_1164,Promotion banner,3,1,0
CUST_1164,Push Notification,5,2,1
CUST_1165,Promotion banner,2,1,0
CUST_1165,SMS,3,2,0
CUST_1165,Email,2,0,1
CUST_1165,Promotion banner,5,1,1
CUST_1166,Promotion banner,3,0,1
CUST_1167,Push Notification,2,1,1
CUST_1167,Promotion banner,5,0,0
CUST_1167,Push Notification,5,0,1
CUST_1168,Email,3,1,1
CUST_1169,Email,5,1,1
CUST_1169,Promotion banner,4,3,0
CUST_1170,Push Notification,2,3,1
CUST_1170,Promotion banner,5,0,0
CUST_1171,SMS,4,0,0
CUST_1171,Push Notification,5,3,0
CUST_1171,Push Notification,1,2,0
CUST_1171,SMS,1,3,0
CUST_1172,Promotion banner,1,1,0
CUST_1172,Promotion banner,1,2,1
CUST_1173,Promotion banner,4,2,0
CUST_1173,Push Notification,1,2,1
CUST_1173,Email,2,1,0
CUST_1173,Promotion banner,2,2,0
CUST_1174,SMS,1,0,0
CUST_1174,Push Notification,3,1,1
CUST_1175,Push Notification,3,2,1
CUST_1175,SMS,2,2,1
CUST_1176,SMS,3,1,1
CUST_1176,Email,1,2,1
CUST_1177,Push Notification,1,0,1
CUST_1178,Push Notification,5,2,0
CUST_1178,Email,5,0,0
CUST_1179,Push Notification,1,0,1
CUST_1179,Push Notification,3,3,1
CUST_1180,Email,3,2,1
CUST_1180,Push Notification,4,3,0
CUST_1181,Promotion banner,5,3,0
CUST_1181,Email,4,1,0
CUST_1181,Push Notification,2,0,1
CUST_1181,Promotion banner,1,2,0
CUST_1182,SMS,1,0,0
CUST_1182,Promotion banner,4,2,0
CUST_1182,Push Notification,3,0,1
CUST_1183,Push Notification,5,1,1
CUST_1184,Email,5,3,1
CUST_1184,Email,2,2,1
CUST_1185,Promotion banner,2,2,1
CUST_1186,SMS,2,2,1
CUST_1186,SMS,4,0,0
CUST_1186,Email,3,3,0
CUST_1187,Email,5,2,0
CUST_1187,Push Notification,3,0,0
CUST_1188,Promotion banner,4,0,1
CUST_1188,Promotion banner,1,3,1
CUST_1188,SMS,3,2,0
CUST_1188,SMS,4,0,0
CUST_1189,Promotion banner,4,0,0
CUST_1189,Email,4,0,0
CUST_1189,Email,4,2,1
CUST_1190,SMS,4,2,0
CUST_1191,SMS,4,2,0
CUST_1192,SMS,3,3,0
CUST_1192,Email,5,3,1
CUST_1192,Promotion banner,4,0,1
CUST_1192,Promotion banner,5,2,0
CUST_1193,SMS,5,2,1
CUST_1193,Push Notification,1,2,0
CUST_1193,Push Notification,1,2,1
CUST_1194,SMS,4,0,0
CUST_1195,Promotion banner,3,1,1
CUST_1196,Promotion banner,3,3,1
CUST_1197,SMS,4,3,0
CUST_1197,SMS,1,1,0
CUST_1197,Promotion banner,5,3,0
CUST_1197,Email,4,3,1
CUST_1198,Promotion banner,5,0,1
CUST_1198,SMS,5,3,0
CUST_1199,Email,2,0,0
CUST_1199,Push Notification,2,2,1
CUST_1200,SMS,3,1,1
CUST_1200,Push Notification,1,1,1
CUST_1201,SMS,2,0,1
CUST_1201,Email,1,3,0
CUST_1202,Email,3,2,0
CUST_1202,Promotion banner,2,3,1
CUST_1203,SMS,2,2,1
CUST_1204,Push Notification,3,1,0
CUST_1204,Promotion banner,2,2,0
CUST_1205,Push Notification,1,0,0
CUST_1205,Promotion banner,1,0,1
CUST_1206,Promotion banner,4,0,0
CUST_1206,Email,5,0,1
CUST_1206,Push Notification,5,2,0
CUST_1207,Promotion banner,4,0,1
CUST_1207,SMS,1,0,0
CUST_1208,Email,3,2,1
CUST_1209,SMS,5,3,0
CUST_1209,SMS,2,0,0
CUST_1209,Promotion banner,1,0,0
CUST_1209,SMS,4,3,1
CUST_1210,SMS,2,0,1
CUST_1210,Promotion banner,3,2,0
CUST_1210,SMS,3,3,1
CUST_1211,Push Notification,2,3,0
CUST_1211,SMS,4,2,1
CUST_1211,Push Notification,1,0,0
CUST_1212,Email,2,1,1
CUST_1212,Push Notification,4,0,1
CUST_1213,Email,5,3,1
CUST_1214,Push Notification,2,2,0
CUST_1214,Push Notification,2,0,1
CUST_1214,Push Notification,3,1,0
CUST_1214,SMS,2,0,1
CUST_1215,Promotion banner,4,3,0
CUST_1215,Email,5,2,1
CUST_1215,SMS,4,3,0
CUST_1215,Promotion banner,1,2,1
CUST_1216,Promotion banner,4,3,0
CUST_1216,SMS,2,3,1
CUST_1217,Push Notification,5,2,0
CUST_1217,Promotion banner,3,2,0
CUST_1218,SMS,1,3,0
CUST_1218,Promotion banner,3,1,1
CUST_1218,Push Notification,5,3,1
CUST_1218,Push Notification,1,0,1
CUST_1219,Promotion banner,5,2,1
CUST_1219,Promotion banner,5,0,1
CUST_1219,Email,2,2,0
CUST_1220,SMS,5,1,1
CUST_1220,Email,3,2,1
CUST_1221,Promotion banner,5,1,1
CUST_1222,Push Notification,5,1,1
CUST_1222,SMS,1,3,1
CUST_1222,Promotion banner,5,1,1
CUST_1222,SMS,1,1,0
CUST_1223,Email,4,2,0
CUST_1223,SMS,2,3,1
CUST_1223,Email,5,0,0
CUST_1224,SMS,4,0,1
CUST_1225,SMS,2,2,1
CUST_1226,Push Notification,4,0,0
CUST_1226,Promotion banner,5,3,1
CUST_1226,Email,5,3,0
CUST_1226,Push Notification,1,2,1
CUST_1227,SMS,3,3,1
CUST_1227,Promotion banner,3,3,0
CUST_1228,Push Notification,3,2,1
CUST_1228,Email,1,1,0
CUST_1228,Email,2,2,0
CUST_1228,SMS,1,2,0
CUST_1229,Promotion banner,2,3,1
CUST_1229,SMS,5,3,1
CUST_1229,Promotion banner,2,2,0
CUST_1230,Promotion banner,2,2,0
CUST_1230,Push Notification,2,3,1
CUST_1230,Push Notification,2,2,1
CUST_1231,Promotion banner,2,2,0
CUST_1231,Promotion banner,5,1,0
CUST_1231,SMS,5,3,1
CUST_1232,Promotion banner,1,3,1
CUST_1232,Email,5,1,1
CUST_1233,Promotion banner,2,0,1
CUST_1233,Push Notification,5,1,1
CUST_1233,Promotion banner,3,2,0
CUST_1234,Email,3,0,0
CUST_1234,Promotion banner,2,3,1
CUST_1235,SMS,4,1,0
CUST_1236,Push Notification,1,3,1
CUST_1236,Email,3,3,1
CUST_1237,SMS,5,2,1
CUST_1237,Email,4,1,1
CUST_1238,Promotion banner,4,2,1
CUST_1239,SMS,5,0,0
CUST_1239,Email,1,3,1
CUST_1240,Email,2,2,0
CUST_1240,Promotion banner,5,3,0
CUST_1241,Push Notification,2,0,0
CUST_1241,Email,3,1,0
CUST_1241,SMS,5,2,1
CUST_1241,SMS,2,3,1
CUST_1242,Email,4,1,1
CUST_1242,Promotion banner,2,2,0
CUST_1242,Push Notification,2,1,0
CUST_1242,Push Notification,2,0,1
CUST_1243,Push Notification,1,3,0
CUST_1244,Promotion banner,2,0,1
CUST_1244,Push Notification,3,2,1
CUST_1244,SMS,3,3,0
CUST_1244,Promotion banner,5,3,0
CUST_1245,Push Notification,5,1,0
CUST_1246,Push Notification,4,1,1
CUST_1246,SMS,4,2,1
CUST_1246,Email,1,1,1
CUST_1247,SMS,3,3,1
CUST_1248,SMS,1,1,0
CUST_1248,Email,1,0,1
CUST_1249,Email,3,3,0
CUST_1249,Promotion banner,5,3,1
CUST_1249,Email,2,3,0
CUST_1250,Email,1,0,1
CUST_1250,Promotion banner,5,3,1
CUST_1251,SMS,5,3,1
CUST_1251,Push Notification,1,1,1
CUST_1251,SMS,5,0,0
CUST_1252,Push Notification,3,0,1
CUST_1252,Push Notification,4,2,0
CUST_1252,Promotion banner,2,3,0
CUST_1252,SMS,3,0,0
CUST_1253,SMS,2,0,1
CUST_1253,Push Notification,5,1,0
CUST_1253,Push Notification,5,3,0
CUST_1253,Email,2,2,0
CUST_1254,Promotion banner,4,2,0
CUST_1255,Promotion banner,1,1,1
CUST_1255,Promotion banner,1,0,1
CUST_1255,SMS,1,2,0
CUST_1255,Email,3,2,0
CUST_1256,Promotion banner,2,0,0
CUST_1256,Promotion banner,1,1,0
CUST_1256,Email,2,3,1
CUST_1256,Promotion banner,2,3,1
CUST_1257,Email,3,3,1
CUST_1257,SMS,5,0,0
CUST_1258,Email,1,1,0
CUST_1258,SMS,1,0,0
CUST_1258,SMS,2,2,0
CUST_1258,Push Notification,5,0,1
CUST_1259,Email,2,3,0
CUST_1259,Push Notification,4,3,1
CUST_1260,Push Notification,1,2,0
CUST_1261,Push Notification,3,2,0
CUST_1261,Push Notification,4,2,0
CUST_1261,Push Notification,3,0,0
CUST_1262,Promotion banner,3,0,0
CUST_1263,Email,4,3,0
CUST_1263,Promotion banner,4,0,1
CUST_1264,Email,1,2,0
CUST_1264,SMS,5,0,0
CUST_1264,Promotion banner,4,2,1
CUST_1265,Email,5,1,1
CUST_1265,Promotion banner,4,1,1
CUST_1266,Push Notification,4,2,0
CUST_1267,Promotion banner,4,1,0
CUST_1268,SMS,3,0,1
CUST_1269,Push Notification,2,2,0
CUST_1270,Push Notification,1,1,1
CUST_1271,SMS,3,1,1
CUST_1271,Push Notification,5,2,0
CUST_1272,Push Notification,1,3,0
CUST_1272,Push Notification,3,2,1
CUST_1272,Email,2,1,1
CUST_1272,Promotion banner,3,2,1
CUST_1273,Email,2,2,0
CUST_1274,Promotion banner,2,0,1
CUST_1274,Promotion banner,5,2,0
CUST_1274,Push Notification,3,0,1
CUST_1274,Email,2,0,0
CUST_1275,Email,2,3,0
CUST_1276,Push Notification,4,2,0
CUST_1276,SMS,5,2,0
CUST_1277,Promotion banner,5,1,0
CUST_1277,SMS,3,2,1
CUST_1278,SMS,5,1,0
CUST_1279,Email,2,3,0
CUST_1279,Email,2,1,1
CUST_1280,Promotion banner,3,0,1
CUST_1280,Push Notification,5,2,0
CUST_1280,Email,1,1,1
CUST_1281,SMS,3,0,0
CUST_1281,Email,4,2,0
CUST_1281,SMS,1,1,0
CUST_1282,Email,5,3,0
CUST_1282,Promotion banner,2,2,1
CUST_1282,Push Notification,4,1,1
CUST_1283,Promotion banner,4,1,1
CUST_1283,Promotion banner,4,3,0
CUST_1284,Email,3,1,1
CUST_1284,Email,5,2,1
CUST_1285,Push Notification,2,3,0
CUST_1285,SMS,3,3,1
CUST_1285,Promotion banner,2,0,0
CUST_1285,Push Notification,1,3,0
CUST_1286,SMS,2,2,1
CUST_1287,Push Notification,2,0,1
CUST_1287,SMS,3,2,1
CUST_1288,Promotion banner,1,2,1
CUST_1288,Push Notification,1,2,1
CUST_1288,Push Notification,4,3,0
CUST_1289,Push Notification,3,2,1
CUST_1289,Email,1,3,1
CUST_1289,SMS,3,2,0
CUST_1290,SMS,1,0,0
CUST_1291,SMS,3,2,1
CUST_1292,Promotion banner,2,0,1
CUST_1292,Email,3,1,0
CUST_1292,Email,5,3,0
CUST_1292,Promotion banner,4,0,1
CUST_1293,SMS,1,0,1
CUST_1293,SMS,2,2,1
CUST_1293,SMS,2,3,1
CUST_1294,Push Notification,1,3,1
CUST_1294,Promotion banner,4,0,1
CUST_1294,Email,4,2,0
CUST_1294,SMS,2,2,1
CUST_1295,Email,4,3,1
CUST_1296,Promotion banner,3,0,0
CUST_1296,Promotion banner,3,3,0
CUST_1296,Promotion banner,2,2,0
CUST_1297,Push Notification,1,0,0
CUST_1298,Push Notification,5,3,1
CUST_1298,Email,4,0,1
CUST_1298,Email,5,3,1
CUST_1298,Push Notification,1,0,0
CUST_1299,SMS,5,0,1
CUST_1299,SMS,2,3,0
CUST_1300,Email,5,0,0
CUST_1300,Promotion banner,2,0,0
CUST_1300,SMS,1,3,0
CUST_1301,SMS,3,3,1
CUST_1302,Promotion banner,2,0,1
CUST_1302,Email,5,2,1
CUST_1303,Email,4,1,1
CUST_1303,SMS,3,1,1
CUST_1303,Email,2,3,0
CUST_1303,SMS,4,2,1
CUST_1304,Push Notification,4,2,1
CUST_1304,Promotion banner,1,2,1
CUST_1305,Promotion banner,5,3,1
CUST_1305,Push Notification,5,0,0
CUST_1306,Promotion banner,4,3,1
CUST_1306,Email,5,1,1
CUST_1307,Push Notification,2,1,1
CUST_1307,Promotion banner,3,0,0
CUST_1307,Push Notification,5,1,1
CUST_1308,Push Notification,2,0,0
CUST_1308,Email,3,0,1
CUST_1308,SMS,5,2,0
CUST_1308,Promotion banner,5,3,1
CUST_1309,Push Notification,2,1,1
CUST_1309,SMS,3,2,0
CUST_1309,Push Notification,5,1,1
CUST_1310,Promotion banner,2,3,1
CUST_1310,Email,3,0,0
CUST_1311,Email,2,1,0
CUST_1312,Push Notification,5,1,1
CUST_1312,Promotion banner,4,2,1
CUST_1312,Promotion banner,3,2,1
CUST_1312,SMS,1,1,1
CUST_1313,SMS,3,0,0
CUST_1313,Push Notification,5,1,1
