customer_id,month,billed_amount,paid_amount,payment_delay_days
CUST_1012,11,82.12,82.12,0
CUST_1012,12,83.52,69.9,3
CUST_1013,1,109.33,109.33,0
CUST_1013,2,112.94,112.94,0
CUST_1013,3,108.25,95.6,2
CUST_1013,4,109.21,105.25,3
CUST_1013,5,120.4,120.4,0
CUST_1013,6,121.23,121.23,0
CUST_1013,7,122.7,122.7,0
CUST_1013,8,116.99,116.99,0
CUST_1013,9,108.02,108.02,0
CUST_1013,10,110.94,110.94,0
CUST_1013,11,114.42,100.98,5
CUST_1013,12,120.87,120.87,0
CUST_1014,1,53.95,53.95,0
CUST_1014,2,60.03,52.36,6
CUST_1014,3,66.09,66.09,0
CUST_1014,4,60.47,46.32,1
CUST_1014,5,54.4,54.4,0
CUST_1014,6,52.74,52.74,0
CUST_1014,7,58.93,58.93,0
CUST_1014,8,51.36,51.36,0
CUST_1014,9,65.54,57.69,0
CUST_1014,10,59.92,59.92,0
CUST_1014,11,53.17,53.17,0
CUST_1014,12,56.94,56.94,0
CUST_1015,1,121.83,121.83,0
CUST_1015,2,126.12,126.12,0
CUST_1015,3,121.16,121.16,0
CUST_1015,4,121.58,115.27,4
CUST_1015,5,117.82,117.82,0
CUST_1015,6,125.65,125.65,0
CUST_1015,7,114.66,114.66,0
CUST_1015,8,116.6,116.6,0
CUST_1015,9,115.0,115.0,0
CUST_1015,10,116.48,116.24,3
CUST_1015,11,122.35,122.35,0
CUST_1015,12,113.45,113.45,0
CUST_1016,1,100.47,100.47,0
CUST_1016,2,88.75,88.75,0
CUST_1016,3,95.66,95.66,0
CUST_1016,4,90.63,90.6,4
CUST_1016,5,98.65,98.65,0
CUST_1016,6,90.99,90.99,0
CUST_1016,7,90.1,82.34,4
CUST_1016,8,95.88,95.88,0
CUST_1016,9,100.89,100.89,0
CUST_1016,10,87.36,71.21,1
CUST_1016,11,101.05,101.05,0
CUST_1016,12,95.69,77.41,2
CUST_1017,1,86.66,72.12,1
CUST_1017,2,91.4,82.64,5
CUST_1017,3,92.51,81.64,6
CUST_1017,4,90.78,90.78,0
CUST_1017,5,88.6,78.31,2
CUST_1017,6,88.1,88.1,0
CUST_1017,7,91.18,91.18,0
CUST_1017,8,81.24,81.24,0
CUST_1017,9,83.18,70.29,3
CUST_1017,10,82.52,63.55,2
CUST_1017,11,80.28,80.28,0
CUST_1017,12,91.21,91.21,0
CUST_1018,1,109.58,109.58,0
CUST_1018,2,114.69,114.69,0
CUST_1018,3,107.99,107.99,0
CUST_1018,4,118.06,118.06,0
CUST_1018,5,112.15,112.15,0
CUST_1018,6,119.72,119.72,0
CUST_1018,7,106.32,106.32,0
CUST_1018,8,106.81,106.81,0
CUST_1018,9,117.3,105.65,3
CUST_1018,10,113.03,113.03,0
CUST_1018,11,114.8,114.8,0
CUST_1018,12,109.89,94.24,3
CUST_1019,1,85.94,85.94,0
CUST_1019,2,85.2,85.2,0
CUST_1019,3,92.81,92.81,0
CUST_1019,4,92.45,92.45,0
CUST_1019,5,92.28,92.28,0
CUST_1019,6,85.08,85.08,0
CUST_1019,7,90.49,90.49,0
CUST_1019,8,82.86,82.86,0
CUST_1019,9,81.28,81.28,0
CUST_1019,10,84.19,84.19,0
CUST_1019,11,88.4,88.4,0
CUST_1019,12,94.39,94.39,0
CUST_1020,1,79.67,63.04,0
CUST_1020,2,89.3,89.3,0
CUST_1020,3,86.9,86.9,0
CUST_1020,4,83.03,78.66,2
CUST_1020,5,79.88,79.88,0
CUST_1020,6,92.69,92.69,0
CUST_1020,7,82.13,82.13,0
CUST_1020,8,90.11,90.11,0
CUST_1020,9,92.43,92.43,0
CUST_1020,10,85.49,85.49,0
CUST_1020,11,79.95,79.95,0
CUST_1020,12,85.48,85.48,0
CUST_1021,1,115.0,115.0,0
CUST_1021,2,113.89,113.89,0
CUST_1021,3,108.64,108.64,0
CUST_1021,4,108.44,108.44,0
CUST_1021,5,107.25,107.25,0
CUST_1021,6,104.57,92.91,5
CUST_1021,7,107.3,93.82,2
CUST_1021,8,101.98,101.98,0
CUST_1021,9,110.75,110.75,0
CUST_1021,10,103.9,103.9,0
CUST_1021,11,109.53,109.53,0
CUST_1021,12,105.47,105.47,0
CUST_1022,1,84.95,84.95,0
CUST_1022,2,86.93,67.33,2
CUST_1022,3,85.74,79.52,5
CUST_1022,4,88.51,72.33,0
CUST_1022,5,89.17,89.17,0
CUST_1022,6,76.28,76.28,0
CUST_1022,7,87.61,87.61,0
CUST_1022,8,77.81,67.01,0
CUST_1022,9,76.54,76.54,0
CUST_1022,10,82.54,82.54,0
CUST_1022,11,77.02,77.02,0
CUST_1022,12,82.76,66.56,2
CUST_1023,1,36.61,36.61,0
CUST_1023,2,37.47,37.47,0
CUST_1023,3,31.87,31.87,0
CUST_1023,4,30.7,30.7,0
CUST_1023,5,30.45,30.45,0
CUST_1023,6,35.8,35.8,0
CUST_1023,7,28.57,28.57,0
CUST_1023,8,37.08,23.0,4
CUST_1023,9,34.28,34.28,0
CUST_1023,10,28.68,28.68,0
CUST_1023,11,30.51,30.51,0
CUST_1023,12,29.23,29.23,0
CUST_1024,1,60.88,60.88,0
CUST_1024,2,64.0,64.0,0
CUST_1024,3,53.81,47.25,5
CUST_1024,4,51.75,51.75,0
CUST_1024,5,54.75,40.94,4
CUST_1024,6,60.03,60.03,0
CUST_1024,7,61.92,61.92,0
CUST_1024,8,62.28,62.28,0
CUST_1024,9,60.22,60.22,0
CUST_1024,10,50.41,50.41,0
CUST_1024,11,54.56,54.56,0
CUST_1024,12,51.1,48.39,3
CUST_1025,1,62.23,62.23,0
CUST_1025,2,64.3,64.3,0
CUST_1025,3,65.86,65.86,0
CUST_1025,4,74.63,56.46,4
CUST_1025,5,64.29,64.29,0
CUST_1025,6,68.92,68.92,0
CUST_1025,7,62.96,62.96,0
CUST_1025,8,74.07,74.07,0
CUST_1025,9,68.53,68.53,0
CUST_1025,10,68.94,65.14,3
CUST_1025,11,62.83,61.8,1
CUST_1025,12,62.42,62.42,0
CUST_1026,1,126.08,126.08,0
CUST_1026,2,114.14,99.46,5
CUST_1026,3,122.85,122.85,0
CUST_1026,4,120.98,120.98,0
CUST_1026,5,119.75,119.75,0
CUST_1026,6,116.18,116.18,0
CUST_1026,7,122.61,109.31,4
CUST_1026,8,111.53,111.53,0
CUST_1026,9,118.3,118.3,0
CUST_1026,10,121.05,121.05,0
CUST_1026,11,123.22,121.79,0
CUST_1026,12,116.11,116.11,0
CUST_1027,1,66.9,66.9,0
CUST_1027,2,70.63,70.63,0
CUST_1027,3,71.04,53.53,3
CUST_1027,4,70.57,70.57,0
CUST_1027,5,68.61,49.77,2
CUST_1027,6,73.57,73.44,2
CUST_1027,7,81.07,81.07,0
CUST_1027,8,78.07,78.07,0
CUST_1027,9,77.15,77.15,0
CUST_1027,10,66.79,56.62,2
CUST_1027,11,80.4,80.4,0
CUST_1027,12,67.86,67.86,0
CUST_1028,1,91.69,91.69,0
CUST_1028,2,80.56,80.56,0
CUST_1028,3,90.76,90.76,0
CUST_1028,4,88.91,88.91,0
CUST_1028,5,83.14,66.12,0
CUST_1028,6,83.86,83.86,0
CUST_1028,7,88.63,88.63,0
CUST_1028,8,94.16,94.16,0
CUST_1028,9,92.98,92.98,0
CUST_1028,10,86.73,86.73,0
CUST_1028,11,90.08,90.08,0
CUST_1028,12,91.0,91.0,0
CUST_1029,1,74.37,74.37,0
CUST_1029,2,71.29,71.29,0
CUST_1029,3,81.36,81.36,0
CUST_1029,4,75.21,75.21,0
CUST_1029,5,73.7,68.7,4
CUST_1029,6,74.79,74.79,0
CUST_1029,7,75.54,75.54,0
CUST_1029,8,71.56,68.42,5
CUST_1029,9,81.72,81.72,0
CUST_1029,10,81.83,72.94,3
CUST_1029,11,72.57,72.57,0
CUST_1029,12,74.46,74.46,0
CUST_1030,1,40.36,40.36,0
CUST_1030,2,30.0,15.9,6
CUST_1030,3,38.4,38.4,0
CUST_1030,4,41.41,41.41,0
CUST_1030,5,38.74,38.74,0
CUST_1030,6,30.79,30.79,0
CUST_1030,7,29.18,29.18,0
CUST_1030,8,36.02,21.26,1
CUST_1030,9,32.45,32.45,0
CUST_1030,10,30.94,30.94,0
CUST_1030,11,34.95,34.95,0
CUST_1030,12,39.23,39.23,0
CUST_1031,1,31.18,31.18,0
CUST_1031,2,30.54,27.55,2
CUST_1031,3,35.19,35.19,0
CUST_1031,4,39.12,26.41,2
CUST_1031,5,40.55,26.24,3
CUST_1031,6,38.29,38.29,0
CUST_1031,7,39.23,39.23,0
CUST_1031,8,31.44,31.44,0
CUST_1031,9,42.57,42.45,5
CUST_1031,10,41.57,41.57,0
CUST_1031,11,31.13,31.13,0
CUST_1031,12,30.96,30.96,0
CUST_1032,1,120.29,120.29,0
CUST_1032,2,119.1,119.1,0
CUST_1032,3,126.8,124.03,0
CUST_1032,4,127.03,127.03,0
CUST_1032,5,121.9,121.9,0
CUST_1032,6,123.16,123.16,0
CUST_1032,7,127.87,120.46,1
CUST_1032,8,117.49,117.49,0
CUST_1032,9,114.76,114.76,0
CUST_1032,10,127.37,127.37,0
CUST_1032,11,116.32,100.95,3
CUST_1032,12,119.21,107.76,4
CUST_1033,1,63.31,63.31,0
CUST_1033,2,67.88,67.88,0
CUST_1033,3,65.9,65.9,0
CUST_1033,4,66.65,66.65,0
CUST_1033,5,65.52,65.52,0
CUST_1033,6,61.44,52.36,6
CUST_1033,7,65.14,58.54,2
CUST_1033,8,55.09,55.09,0
CUST_1033,9,68.27,68.27,0
CUST_1033,10,66.64,65.99,3
CUST_1033,11,67.1,67.1,0
CUST_1033,12,65.59,65.59,0
CUST_1034,1,94.8,94.8,0
CUST_1034,2,89.45,89.45,0
CUST_1034,3,96.01,96.01,0
CUST_1034,4,83.43,83.43,0
CUST_1034,5,87.89,87.89,0
CUST_1034,6,86.48,86.48,0
CUST_1034,7,83.97,82.86,2
CUST_1034,8,88.28,88.28,0
CUST_1034,9,89.03,70.05,5
CUST_1034,10,95.43,87.56,3
CUST_1034,11,92.51,92.51,0
CUST_1034,12,88.98,88.98,0
CUST_1035,1,104.26,104.26,0
CUST_1035,2,109.71,109.71,0
CUST_1035,3,103.79,103.79,0
CUST_1035,4,105.34,105.34,0
CUST_1035,5,108.91,90.4,0
CUST_1035,6,106.84,95.17,0
CUST_1035,7,103.97,103.97,0
CUST_1035,8,103.83,103.83,0
CUST_1035,9,105.65,105.65,0
CUST_1035,10,102.61,102.61,0
CUST_1035,11,109.94,109.94,0
CUST_1035,12,109.81,109.81,0
CUST_1036,1,92.86,91.88,0
CUST_1036,2,93.26,93.26,0
CUST_1036,3,94.89,94.89,0
CUST_1036,4,94.55,94.55,0
CUST_1036,5,84.83,84.83,0
CUST_1036,6,84.25,84.25,0
CUST_1036,7,89.93,71.33,2
CUST_1036,8,95.26,95.26,0
CUST_1036,9,96.61,96.61,0
CUST_1036,10,90.65,90.65,0
CUST_1036,11,87.18,72.66,4
CUST_1036,12,94.43,94.43,0
CUST_1037,1,99.63,99.63,0
CUST_1037,2,104.54,104.54,0
CUST_1037,3,104.36,104.36,0
CUST_1037,4,105.78,98.84,2
CUST_1037,5,101.17,101.17,0
CUST_1037,6,110.14,110.14,0
CUST_1037,7,110.86,110.86,0
CUST_1037,8,109.26,109.26,0
CUST_1037,9,100.26,100.26,0
CUST_1037,10,103.39,103.39,0
CUST_1037,11,108.71,108.71,0
CUST_1037,12,104.45,104.45,0
CUST_1038,1,75.19,75.19,0
CUST_1038,2,63.86,63.86,0
CUST_1038,3,72.89,72.89,0
CUST_1038,4,73.33,73.33,0
CUST_1038,5,75.82,62.2,0
CUST_1038,6,63.82,45.91,2
CUST_1038,7,68.44,68.44,0
CUST_1038,8,65.27,65.27,0
CUST_1038,9,65.26,65.26,0
CUST_1038,10,62.99,62.99,0
CUST_1038,11,64.31,64.31,0
CUST_1038,12,67.63,67.63,0
CUST_1039,1,102.18,102.18,0
CUST_1039,2,100.42,100.42,0
CUST_1039,3,104.81,104.81,0
CUST_1039,4,105.65,105.65,0
CUST_1039,5,105.39,105.39,0
CUST_1039,6,114.21,114.21,0
CUST_1039,7,105.66,105.66,0
CUST_1039,8,111.98,111.98,0
CUST_1039,9,101.07,101.07,0
CUST_1039,10,106.49,106.49,0
CUST_1039,11,114.6,114.6,0
CUST_1039,12,104.33,101.28,4
CUST_1040,1,82.02,82.02,0
CUST_1040,2,88.72,88.72,0
CUST_1040,3,89.64,89.64,0
CUST_1040,4,94.6,94.6,0
CUST_1040,5,91.24,89.67,6
CUST_1040,6,93.88,93.88,0
CUST_1040,7,88.13,88.13,0
CUST_1040,8,86.62,86.62,0
CUST_1040,9,85.12,85.12,0
CUST_1040,10,84.32,84.32,0
CUST_1040,11,79.81,79.81,0
CUST_1040,12,86.03,86.03,0
CUST_1041,1,107.7,107.7,0
CUST_1041,2,111.36,94.19,2
CUST_1041,3,102.21,102.21,0
CUST_1041,4,109.16,109.16,0
CUST_1041,5,101.47,101.47,0
CUST_1041,6,100.35,100.35,0
CUST_1041,7,98.57,98.57,0
CUST_1041,8,108.54,108.54,0
CUST_1041,9,107.59,92.2,4
CUST_1041,10,112.75,112.75,0
CUST_1041,11,100.05,100.05,0
CUST_1041,12,112.61,112.61,0
CUST_1042,1,107.82,107.82,0
CUST_1042,2,102.51,102.51,0
CUST_1042,3,109.77,109.77,0
CUST_1042,4,106.56,106.56,0
CUST_1042,5,102.79,102.79,0
CUST_1042,6,108.89,108.89,0
CUST_1042,7,109.88,104.1,1
CUST_1042,8,99.25,99.25,0
CUST_1042,9,99.06,99.06,0
CUST_1042,10,103.16,103.16,0
CUST_1042,11,105.9,91.37,2
CUST_1042,12,109.78,109.78,0
CUST_1043,1,36.77,36.77,0
CUST_1043,2,39.11,39.11,0
CUST_1043,3,31.07,31.07,0
CUST_1043,4,27.46,27.46,0
CUST_1043,5,35.28,35.28,0
CUST_1043,6,32.85,32.85,0
CUST_1043,7,36.84,36.84,0
CUST_1043,8,28.45,28.45,0
CUST_1043,9,32.89,25.31,6
CUST_1043,10,29.81,29.81,0
CUST_1043,11,34.83,34.83,0
CUST_1043,12,39.49,39.49,0
CUST_1044,1,81.71,81.71,0
CUST_1044,2,77.24,77.24,0
CUST_1044,3,80.14,80.14,0
CUST_1044,4,83.76,83.76,0
CUST_1044,5,88.32,88.32,0
CUST_1044,6,86.96,86.96,0
CUST_1044,7,87.27,87.27,0
CUST_1044,8,81.17,81.17,0
CUST_1044,9,79.0,79.0,0
CUST_1044,10,78.95,73.56,3
CUST_1044,11,83.44,83.44,0
CUST_1044,12,89.33,89.33,0
CUST_1045,1,85.56,85.56,0
CUST_1045,2,90.7,71.46,3
CUST_1045,3,81.32,81.32,0
CUST_1045,4,82.7,82.7,0
CUST_1045,5,77.12,77.08,4
CUST_1045,6,77.77,77.77,0
CUST_1045,7,89.8,79.11,1
CUST_1045,8,89.88,89.88,0
CUST_1045,9,77.44,62.89,2
CUST_1045,10,83.04,83.04,0
CUST_1045,11,84.44,84.44,0
CUST_1045,12,81.41,75.37,3
CUST_1046,1,111.43,111.43,0
CUST_1046,2,107.74,107.74,0
CUST_1046,3,114.86,109.69,0
CUST_1046,4,111.88,104.65,0
CUST_1046,5,111.43,111.43,0
CUST_1046,6,114.47,102.3,2
CUST_1046,7,120.51,120.51,0
CUST_1046,8,106.1,106.1,0
CUST_1046,9,116.63,116.63,0
CUST_1046,10,107.06,107.06,0
CUST_1046,11,115.75,115.75,0
CUST_1046,12,114.3,114.3,0
CUST_1047,1,103.78,103.78,0
CUST_1047,2,107.59,107.59,0
CUST_1047,3,99.78,99.78,0
CUST_1047,4,107.57,107.57,0
CUST_1047,5,108.2,108.2,0
CUST_1047,6,103.94,103.94,0
CUST_1047,7,95.96,95.96,0
CUST_1047,8,98.84,98.84,0
CUST_1047,9,97.31,84.44,2
CUST_1047,10,107.45,107.45,0
CUST_1047,11,96.97,96.97,0
CUST_1047,12,99.94,99.94,0
CUST_1048,1,115.36,115.36,0
CUST_1048,2,115.51,115.51,0
CUST_1048,3,119.91,114.53,2
CUST_1048,4,120.32,120.32,0
CUST_1048,5,120.88,120.88,0
CUST_1048,6,108.02,108.02,0
CUST_1048,7,119.17,105.54,1
CUST_1048,8,113.48,103.64,5
CUST_1048,9,111.3,111.3,0
CUST_1048,10,119.33,118.23,0
CUST_1048,11,114.27,110.43,2
CUST_1048,12,110.4,107.63,5
CUST_1049,1,97.92,97.92,0
CUST_1049,2,94.93,93.89,3
CUST_1049,3,95.59,77.19,0
CUST_1049,4,94.43,84.57,2
CUST_1049,5,97.07,97.07,0
CUST_1049,6,101.26,101.26,0
CUST_1049,7,86.97,86.97,0
CUST_1049,8,90.41,90.41,0
CUST_1049,9,97.83,97.83,0
CUST_1049,10,87.09,87.09,0
CUST_1049,11,100.88,100.88,0
CUST_1049,12,98.52,98.52,0
CUST_1050,1,113.44,113.44,0
CUST_1050,2,117.05,117.05,0
CUST_1050,3,108.81,103.64,3
CUST_1050,4,113.8,113.8,0
CUST_1050,5,109.09,108.6,0
CUST_1050,6,108.01,108.01,0
CUST_1050,7,116.52,116.52,0
CUST_1050,8,107.99,107.99,0
CUST_1050,9,115.07,112.88,0
CUST_1050,10,102.2,102.2,0
CUST_1050,11,111.34,111.34,0
CUST_1050,12,110.15,110.15,0
CUST_1051,1,63.67,63.67,0
CUST_1051,2,67.54,67.54,0
CUST_1051,3,63.99,63.99,0
CUST_1051,4,68.54,68.54,0
CUST_1051,5,62.51,62.51,0
CUST_1051,6,66.2,66.2,0
CUST_1051,7,66.28,66.28,0
CUST_1051,8,65.9,56.56,1
CUST_1051,9,63.13,63.13,0
CUST_1051,10,65.1,65.1,0
CUST_1051,11,66.35,66.35,0
CUST_1051,12,65.94,49.25,2
CUST_1052,1,88.63,88.63,0
CUST_1052,2,102.69,102.69,0
CUST_1052,3,98.98,98.98,0
CUST_1052,4,97.55,85.22,1
CUST_1052,5,95.17,95.17,0
CUST_1052,6,99.23,99.23,0
CUST_1052,7,88.78,88.78,0
CUST_1052,8,91.59,91.59,0
CUST_1052,9,102.28,102.28,0
CUST_1052,10,98.7,86.08,3
CUST_1052,11,91.89,91.89,0
CUST_1052,12,95.6,76.36,0
CUST_1053,1,77.6,64.23,0
CUST_1053,2,85.0,85.0,0
CUST_1053,3,77.95,77.95,0
CUST_1053,4,72.91,72.91,0
CUST_1053,5,85.64,85.64,0
CUST_1053,6,85.49,78.7,5
CUST_1053,7,83.64,83.64,0
CUST_1053,8,80.32,80.32,0
CUST_1053,9,72.67,67.96,4
CUST_1053,10,85.46,85.46,0
CUST_1053,11,77.63,68.98,3
CUST_1053,12,82.14,82.14,0
CUST_1054,1,125.46,125.46,0
CUST_1054,2,121.05,121.05,0
CUST_1054,3,116.7,116.7,0
CUST_1054,4,117.72,117.72,0
CUST_1054,5,114.01,114.01,0
CUST_1054,6,117.69,117.69,0
CUST_1054,7,112.84,105.83,3
CUST_1054,8,121.06,121.06,0
CUST_1054,9,124.46,124.46,0
CUST_1054,10,113.81,113.81,0
CUST_1054,11,118.43,118.43,0
CUST_1054,12,117.3,100.93,2
CUST_1055,1,41.94,41.94,0
CUST_1055,2,31.81,31.81,0
CUST_1055,3,38.65,38.65,0
CUST_1055,4,38.11,38.11,0
CUST_1055,5,30.71,30.71,0
CUST_1055,6,31.28,31.28,0
CUST_1055,7,37.84,34.75,3
CUST_1055,8,34.0,34.0,0
CUST_1055,9,29.93,29.93,0
CUST_1055,10,29.46,29.46,0
CUST_1055,11,33.05,33.05,0
CUST_1055,12,40.01,40.01,0
CUST_1056,1,40.23,40.23,0
CUST_1056,2,44.98,44.98,0
CUST_1056,3,41.62,41.62,0
CUST_1056,4,44.86,44.86,0
CUST_1056,5,41.38,41.38,0
CUST_1056,6,44.66,31.6,4
CUST_1056,7,38.66,38.66,0
CUST_1056,8,32.66,32.66,0
CUST_1056,9,41.61,41.61,0
CUST_1056,10,35.68,35.68,0
CUST_1056,11,41.85,41.85,0
CUST_1056,12,33.96,33.96,0
CUST_1057,1,78.82,78.82,0
CUST_1057,2,68.82,68.82,0
CUST_1057,3,80.58,80.58,0
CUST_1057,4,71.23,71.23,0
CUST_1057,5,74.18,64.3,3
CUST_1057,6,75.93,75.93,0
CUST_1057,7,72.62,72.62,0
CUST_1057,8,73.62,73.62,0
CUST_1057,9,78.36,78.36,0
CUST_1057,10,69.12,69.12,0
CUST_1057,11,80.04,80.04,0
CUST_1057,12,69.69,69.69,0
CUST_1058,1,114.76,114.76,0
CUST_1058,2,121.48,121.48,0
CUST_1058,3,122.68,105.83,2
CUST_1058,4,113.82,101.41,2
CUST_1058,5,120.51,120.51,0
CUST_1058,6,123.42,123.42,0
CUST_1058,7,117.46,117.46,0
CUST_1058,8,119.75,119.75,0
CUST_1058,9,116.4,116.4,0
CUST_1058,10,116.69,116.69,0
CUST_1058,11,113.53,107.46,5
CUST_1058,12,112.56,103.09,0
CUST_1059,1,97.27,97.27,0
CUST_1059,2,92.78,92.78,0
CUST_1059,3,101.66,101.66,0
CUST_1059,4,89.48,89.48,0
CUST_1059,5,98.56,98.56,0
CUST_1059,6,90.55,90.55,0
CUST_1059,7,93.23,93.23,0
CUST_1059,8,88.02,88.02,0
CUST_1059,9,101.36,101.36,0
CUST_1059,10,94.8,94.8,0
CUST_1059,11,98.08,98.08,0
CUST_1059,12,96.27,96.27,0
CUST_1060,1,66.28,66.28,0
CUST_1060,2,71.16,55.65,4
CUST_1060,3,71.0,71.0,0
CUST_1060,4,72.31,72.31,0
CUST_1060,5,59.79,59.79,0
CUST_1060,6,64.67,64.67,0
CUST_1060,7,64.17,59.12,1
CUST_1060,8,62.14,62.14,0
CUST_1060,9,58.67,58.67,0
CUST_1060,10,65.32,65.32,0
CUST_1060,11,68.41,68.41,0
CUST_1060,12,68.63,68.63,0
CUST_1061,1,86.24,68.59,4
CUST_1061,2,86.1,86.1,0
